"754";"108";"1";"5";"50";"Y"
"755";"108";"1";"6";"60";"Y"
"757";"109";"1";"1";"10";"Y"
"758";"109";"1";"2";"20";"Y"
"759";"109";"1";"3";"30";"Y"
"760";"109";"1";"4";"40";"Y"
"761";"109";"1";"5";"50";"Y"
"762";"109";"1";"6";"60";"Y"
"764";"110";"1";"1";"10";"Y"
"765";"110";"1";"2";"20";"Y"
"766";"110";"1";"3";"30";"Y"
"767";"110";"1";"4";"40";"Y"
"768";"110";"1";"5";"50";"Y"
"769";"110";"1";"6";"60";"Y"
"771";"111";"1";"1";"10";"Y"
"772";"111";"1";"2";"20";"Y"
"773";"111";"1";"3";"30";"Y"
"774";"111";"1";"4";"40";"Y"
"775";"111";"1";"5";"50";"Y"
"776";"111";"1";"6";"60";"Y"
"778";"112";"1";"1";"10";"Y"
"779";"112";"1";"2";"20";"Y"
"780";"112";"1";"3";"30";"Y"
"781";"112";"1";"4";"40";"Y"
"782";"112";"1";"5";"50";"Y"
"783";"112";"1";"6";"60";"Y"
"785";"113";"1";"1";"10";"Y"
"786";"113";"1";"2";"20";"Y"
"787";"113";"1";"3";"30";"Y"
"788";"113";"1";"4";"40";"Y"
"789";"113";"1";"5";"50";"Y"
"790";"113";"1";"6";"60";"Y"
"792";"114";"1";"1";"10";"Y"
"793";"114";"1";"2";"20";"Y"
"794";"114";"1";"3";"30";"Y"
"795";"114";"1";"4";"40";"Y"
"796";"114";"1";"5";"50";"Y"
"797";"114";"1";"6";"60";"Y"
"799";"115";"1";"1";"10";"Y"
"800";"115";"1";"2";"20";"Y"
"801";"115";"1";"3";"30";"Y"
"802";"115";"1";"4";"40";"Y"
"803";"115";"1";"5";"50";"Y"
"804";"115";"1";"6";"60";"Y"
"806";"116";"1";"1";"10";"Y"
"807";"116";"1";"2";"20";"Y"
"808";"116";"1";"3";"30";"Y"
"809";"116";"1";"4";"40";"Y"
"810";"116";"1";"5";"50";"Y"
"811";"116";"1";"6";"60";"Y"
"813";"117";"1";"1";"10";"Y"
"814";"117";"1";"2";"20";"Y"
"815";"117";"1";"3";"30";"Y"
